FIPS13,YearBuilt,TotalUnits
"060855018004008","2013",1
"060855018004008","2016",1
"060855018004010","2003",1
"060855018004010","2007",1
"060855018004011","2007",1
"060855018004011","2009",1
"060855018004011","2006",2
"060855018004011","2010",2
"060855018004011","2011",2
"060855018004011","2012",5
"060855018004012","2012",1
"060855019001005","2002",1
"060855019001007","2003",2
"060855019001007","2004",2
"060855019001010","2012",1
"060855019001013","2002",21
"060855019001013","2001",34
"060855019001020","2017",315
"060855019001021","2009",21
"060855019001021","2008",226
"060855019001022","2009",8
"060855019001022","2007",34
"060855019001022","2008",51
"060855019001028","2017",190
"060855019001029","2004",226
"060855019001037","2009",243
"060855019002001","2005",12
"060855019002006","2013",7
"060855019002006","2012",8
"060855019002006","2008",13
"060855020011001","2000",1
"060855020011002","2008",1
"060855020012000","2007",1
"060855020012000","2005",2
"060855020012002","2012",1
"060855020012019","2006",1
"060855020012020","2000",2
"060855020013015","2006",1
"060855020014001","2007",1
"060855020014002","2004",1
"060855020014004","2003",1
"060855020014004","2008",1
"060855020014019","2007",1
"060855020014021","2007",1
"060855020014023","2007",1
"060855020014023","2013",1
"060855020014024","2002",1
"060855020021003","2006",1
"060855020021003","2016",1
"060855020021007","2010",1
"060855020022007","2015",218
"060855020023000","2007",2
"060855020023001","2007",1
"060855021011011","2008",1
"060855021011021","2008",1
"060855021012001","2004",1
"060855021012002","2006",2
"060855021013015","2004",1
"060855021013018","2012",1
"060855021013020","2000",1
"060855021023004","2002",23
"060855021023004","2003",36
"060855021023005","2002",19
"060855022011001","2009",39
"060855022011001","2008",42
"060855022011002","2016",80
"060855022011002","2017",117
"060855022011002","2008",246
"060855022011006","2007",40
"060855022022001","2009",2
"060855022022009","2001",1
"060855022022009","2006",1
"060855022022009","2011",1
"060855022022010","2001",1
"060855022022011","2005",1
"060855022022013","2003",1
"060855022022016","2010",1
"060855022022017","2007",1
"060855022022017","2008",1
"060855022022017","2009",1
"060855022022017","2013",1
"060855022022018","2006",1
"060855022022018","2012",1
"060855022023006","2012",1
"060855022023007","2003",1
"060855022023007","2012",1
"060855022023008","2008",1
"060855022023008","2012",1
"060855023011000","2009",1
"060855023011001","2000",1
"060855023011001","2005",1
"060855023011001","2007",1
"060855023011001","2008",1
"060855023011001","2017",1
"060855023011001","2014",2
"060855023011002","2016",1
"060855023011004","2010",1
"060855023011004","2005",11
"060855023011005","2016",1
"060855023011007","2001",1
"060855023011007","2003",1
"060855023011007","2004",1
"060855023011007","2006",1
"060855023011007","2011",1
"060855023011007","2013",1
"060855023011007","2014",1
"060855023011007","2015",1
"060855023011007","2016",1
"060855023011007","2005",2
"060855023011007","2010",5
"060855023011008","2003",1
"060855023011008","2005",1
"060855023011008","2015",1
"060855023011009","2003",1
"060855023011009","2011",1
"060855023011012","2005",6
"060855023011013","2012",3
"060855023011014","2008",1
"060855023011014","2012",1
"060855023011014","2015",1
"060855023011014","2013",2
"060855023012000","2013",1
"060855023012000","2015",1
"060855023012000","2006",2
"060855023012001","2003",1
"060855023012001","2008",1
"060855023012002","2008",1
"060855023012002","2009",1
"060855023012003","2006",2
"060855023012004","2012",1
"060855023012005","2006",1
"060855023012005","2007",1
"060855023012005","2014",1
"060855023012005","2015",1
"060855023012005","2016",2
"060855023012007","2006",1
"060855023012008","2003",1
"060855023012009","2016",1
"060855023012010","2010",1
"060855023012013","2006",1
"060855023012014","2009",1
"060855023012014","2015",1
"060855023012015","2013",1
"060855023012015","2014",1
"060855023012015","2006",2
"060855023012016","2007",1
"060855023012016","2011",1
"060855023012016","2016",1
"060855023012016","2000",2
"060855023012016","2006",2
"060855023012017","2004",1
"060855023012017","2008",1
"060855023012017","2015",1
"060855023012017","2017",1
"060855023012017","2000",2
"060855023012017","2001",2
"060855023021001","2007",1
"060855023021001","2008",1
"060855023021001","2015",1
"060855023021001","2016",1
"060855023021003","2004",1
"060855023021003","2005",1
"060855023021003","2007",1
"060855023021003","2008",1
"060855023021003","2009",1
"060855023021003","2013",1
"060855023021003","2016",1
"060855023021005","2001",1
"060855023021005","2002",1
"060855023021005","2006",1
"060855023021006","2006",1
"060855023021006","2014",1
"060855023021007","2006",1
"060855023021009","2000",1
"060855023021009","2003",1
"060855023021009","2005",1
"060855023021009","2012",1
"060855023021009","2015",1
"060855023021009","2016",1
"060855023021010","2007",1
"060855023021012","2006",1
"060855023022004","2001",1
"060855023022006","2008",1
"060855023022007","2004",1
"060855023022007","2008",1
"060855024001000","2002",1
"060855024001000","2005",1
"060855024001000","2010",1
"060855024001000","2011",1
"060855024001000","2013",1
"060855024001000","2009",2
"060855024001001","2004",1
"060855024001001","2005",1
"060855024001001","2007",1
"060855024001001","2008",1
"060855024001001","2015",1
"060855024001001","2016",1
"060855024001001","2006",3
"060855024001002","2006",1
"060855024001004","2010",1
"060855024001005","2013",1
"060855024001005","2006",2
"060855024001005","2008",2
"060855024001006","2005",1
"060855024001007","2017",1
"060855024001008","2004",1
"060855024001008","2005",1
"060855024001008","2006",1
"060855024001008","2017",1
"060855024001009","2005",1
"060855024001010","2006",1
"060855024002000","2006",1
"060855024002000","2010",1
"060855024002000","2016",1
"060855024002002","2004",1
"060855024002002","2006",1
"060855024002002","2009",1
"060855024002002","2014",1
"060855024002003","2003",1
"060855024002003","2008",1
"060855024002003","2001",2
"060855024002003","2012",2
"060855024002003","2014",2
"060855024002003","2015",2
"060855024002004","2009",1
"060855024002004","2017",1
"060855024002004","2006",3
"060855024002005","2000",1
"060855024002005","2002",1
"060855024002005","2003",1
"060855024002005","2004",1
"060855024002005","2006",1
"060855024002005","2009",1
"060855024002005","2016",1
"060855024002005","2001",2
"060855024002005","2014",2
"060855024002007","2008",1
"060855024002007","2009",1
"060855024003000","2000",1
"060855024003000","2001",1
"060855024003000","2004",1
"060855024003000","2009",1
"060855024003000","2016",1
"060855024003002","2001",1
"060855024003002","2006",1
"060855024003002","2010",1
"060855024003003","2006",1
"060855024003003","2015",1
"060855024003004","2002",1
"060855024003004","2007",1
"060855024003004","2016",1
"060855024003004","2017",1
"060855024003005","2001",1
"060855024003005","2014",1
"060855024003005","2015",1
"060855024003005","2007",3
"060855024003006","2002",1
"060855024004000","2016",1
"060855024004000","2017",2
"060855024004001","2006",1
"060855024004002","2000",1
"060855024004002","2003",1
"060855024004002","2005",1
"060855024004003","2003",1
"060855024004003","2014",1
"060855024004003","2017",1
"060855024004005","2001",1
"060855024004005","2005",1
"060855024004006","2002",1
"060855024004006","2004",1
"060855024004006","2005",1
"060855024004006","2008",1
"060855024004006","2009",1
"060855024004006","2016",1
"060855024004006","2003",2
"060855024004006","2006",2
"060855024004006","2015",2
"060855024004006","2007",3
"060855024004007","2005",1
"060855024004007","2009",1
"060855024004007","2011",1
"060855024004007","2016",2
"060855024004008","2003",1
"060855024004008","2009",1
"060855024004008","2015",1
"060855024004009","2003",1
"060855024005001","2007",19
"060855024005005","2009",1
"060855024005005","2016",1
"060855024005005","2017",1
"060855024005007","2014",1
"060855024005008","2005",1
"060855024005008","2007",1
"060855024005008","2009",2
"060855024005008","2013",2
"060855024005009","2005",2
"060855024005009","2010",9
"060855024005009","2011",9
"060855024005010","2002",75
"060855024005011","2004",1
"060855024005011","2003",2
"060855024005012","2013",3
"060855024005014","2009",1
"060855024006000","2010",1
"060855024006000","2008",12
"060855024006001","2008",3
"060855024006002","2017",1
"060855024006003","2003",1
"060855024006003","2005",1
"060855024006003","2011",1
"060855024006003","2014",1
"060855024006003","2001",2
"060855024006003","2006",2
"060855024006003","2004",3
"060855024006004","2011",1
"060855024006004","2013",1
"060855024006004","2005",2
"060855024006004","2006",2
"060855024006004","2003",3
"060855024006004","2008",3
"060855024006005","2001",1
"060855024006005","2006",1
"060855024006005","2013",1
"060855024006005","2002",2
"060855024006005","2005",2
"060855024006006","2002",1
"060855024006006","2003",1
"060855024006006","2004",1
"060855024006006","2005",1
"060855024006006","2008",1
"060855024006006","2010",1
"060855024006006","2011",1
"060855024006006","2012",1
"060855024006006","2013",1
"060855024006006","2014",1
"060855024006008","2002",1
"060855024006008","2005",1
"060855024006009","2014",1
"060855024006010","2006",1
"060855024006011","2007",1
"060855024006011","2008",1
"060855024006011","2014",1
"060855024007001","2001",1
"060855024007001","2003",1
"060855024007001","2005",1
"060855024007001","2007",1
"060855024007001","2008",1
"060855024007001","2006",2
"060855024007002","2003",1
"060855024007002","2007",1
"060855024007002","2013",1
"060855024007002","2014",1
"060855024007002","2015",3
"060855024007003","2009",1
"060855024007003","2014",1
"060855024007003","2015",1
"060855024007003","2003",10
"060855024007004","2003",18
"060855024007005","2014",1
"060855024007006","2002",1
"060855024007006","2005",1
"060855024007007","2009",1
"060855024007008","2008",1
"060855025001000","2000",2
"060855025001000","2014",2
"060855025001001","2007",1
"060855025001002","2001",1
"060855025001004","2006",1
"060855025001004","2008",1
"060855025001004","2010",1
"060855025001004","2015",1
"060855025001004","2017",1
"060855025001005","2011",1
"060855025001005","2014",1
"060855025001005","2015",1
"060855025001006","2002",1
"060855025001006","2010",1
"060855025001006","2015",1
"060855025001006","2016",1
"060855025001006","2013",2
"060855025001008","2003",1
"060855025001008","2008",1
"060855025001008","2005",2
"060855025001009","2000",1
"060855025001009","2013",1
"060855025002000","2004",1
"060855025002000","2006",1
"060855025002000","2008",1
"060855025002000","2016",1
"060855025002000","2003",3
"060855025002000","2007",8
"060855025002001","2004",1
"060855025002001","2005",1
"060855025002001","2017",1
"060855025002002","2008",1
"060855025002002","2009",1
"060855025002002","2012",1
"060855025002002","2014",1
"060855025002002","2015",1
"060855025002002","2000",2
"060855025002002","2002",3
"060855025002003","2005",1
"060855025002003","2007",1
"060855025002003","2012",1
"060855025002003","2015",1
"060855025002003","2017",1
"060855025002004","2006",1
"060855025002005","2003",1
"060855025002005","2004",1
"060855025002007","2004",1
"060855025002007","2007",1
"060855025002007","2014",1
"060855025002007","2015",1
"060855025002008","2000",1
"060855025002008","2001",1
"060855025002008","2002",1
"060855025002008","2007",1
"060855025002008","2016",1
"060855025003000","2016",1
"060855025003001","2006",1
"060855025003001","2007",1
"060855025003001","2000",2
"060855025003001","2012",3
"060855025003003","2002",1
"060855025003004","2005",2
"060855025003005","2000",1
"060855025003005","2002",1
"060855025003005","2009",1
"060855025003005","2012",1
"060855025003005","2004",2
"060855025003005","2007",2
"060855025003005","2008",2
"060855025003005","2017",2
"060855025003006","2000",2
"060855025003006","2003",2
"060855025003006","2005",2
"060855025003007","2001",3
